uuid,class,order,family,genus,species,common_name,description
08317e2f-0bf7-4598-8a12-fb8d0cb48c74,aves,accipitriformes,accipitridae,nisaetus,,nisaetus species,
0847ba9c-84d1-457d-91c7-13c2b28c03cb,mammalia,cetartiodactyla,bovidae,pelea,capreolus,grey rhebok,"The grey rhebok, locally known as the vaalribbok in Afrikaans, is a species of antelope native to South Africa, Lesotho, and Eswatini. The specific name capreolus is Latin for 'little goat'."
084a3684-0507-46a0-a5c2-93a5c445f3a0,mammalia,carnivora,viverridae,cynogale,,cynogale species,
0856f2b4-521c-4200-86ec-659ec344e06a,mammalia,primates,hylobatidae,hylobates,muelleri,bornean gibbon,
08661251-5c54-413c-aeab-6ba7bedacb0c,aves,passeriformes,vangidae,mystacornis,crossleyi,crossley's vanga,"Crossley's vanga, also known as Crossley's babbler-vanga, Crossley's babbler, Madagascar groundhunter, or Madagascar groundjumper, is a bird species in the family Vangidae. It is named after the specimen collector Alfred Crossley."
087b3cd6-6369-4a17-95e9-18f68a083745,aves,accipitriformes,accipitridae,gyps,himalayensis,himalayan griffon,"The Himalayan vulture or Himalayan griffon vulture is an Old World vulture native to the Himalayas and foothills in North and Northeastern India, as well as the adjacent Tibetan Plateau. After the cinereous vulture, it is the second-largest Old World vulture species, and among the world's largest true raptors. It is listed as Near Threatened on the IUCN Red List. It is not to be confused with the Eurasian griffon vulture, which is a visually similar, sympatric species."
0897017c-129f-4eb0-8348-050151e7c45f,reptilia,squamata,scincidae,tiliqua,scincoides,eastern blue-tongued lizard,"The eastern blue-tongued lizard, or eastern blue-tongued skink, is native to the east coast of Australia. Its blue tongue can be used to warn off predators. In addition to flashing its blue tongue, the skink hisses and puffs up its chest to assert dominance and appear bigger when in the presence of its predators such as large snakes and birds. The eastern blue tongue is ovoviviparous and precocial, meaning that its young are more developed and advanced at their time of birth. Tiliqua scincoides scincoides is not venomous to humans and can be found in suburban and urban areas, specifically in house gardens."
08a41edd-d00c-4c3f-94b1-76209c00d430,aves,passeriformes,certhiidae,,,certhiidae family,
08bec04b-25cd-41ef-a562-43398470d35e,reptilia,crocodilia,alligatoridae,caiman,,caiman,"A caiman is an alligatorid belonging to the subfamily Caimaninae, one of two primary lineages within the Alligatoridae family, the other being alligators. Caimans are native to Central and South America and inhabit marshes, swamps, lakes, and mangrove rivers. They have scaly skin and live a fairly nocturnal existence. They are relatively small-sized crocodilians with an average maximum weight of 6 to 40 kg depending on species, with the exception of the black caiman, which can grow more than 4 m (13 ft) long and weigh more than 450 kg (990 lb). The black caiman is the largest caiman species in the world and is found in the slow-moving rivers and lakes that surround the Amazon basin. The smallest species is the Cuvier's dwarf caiman, which grows to 1.2 to 1.5 m long. There are six different species of caiman found throughout the watery jungle habitats of Central and Southern America. The average length for most of the other caiman species is about 2 to 2.5 m long."
08dfe529-1cf9-4c43-8233-cb4da426a89f,aves,passeriformes,passerellidae,zonotrichia,albicollis,white-throated sparrow,The white-throated sparrow is a passerine bird of the New World sparrow family Passerellidae. It breeds in northern North America and winters in the southern United States.
08e6daf3-fe8a-4f30-81dd-9b309d411754,aves,galliformes,phasianidae,ammoperdix,heyi,sand partridge,"The sand partridge is a gamebird in the pheasant family Phasianidae of the order Galliformes, gallinaceous birds."
08eea655-dd99-410e-a0e7-81e210106918,aves,columbiformes,columbidae,patagioenas,speciosa,scaled pigeon,"The scaled pigeon is a large New World tropical dove. It is a resident breeder from southern Mexico south to western Ecuador, southern Brazil, northern Argentina, and Trinidad."
0918a5b2-7685-4c8d-9d09-d3fd9b63650c,aves,gruiformes,gruidae,anthropoides,,anthropoides species,
0939b391-5bdd-4f6e-8305-b77b8d63a32e,mammalia,cingulata,chlamyphoridae,priodontes,,priodontes species,
0939c116-77c4-4ee1-9d34-c16ee7394d4c,aves,piciformes,bucconidae,monasa,,monasa species,
094c4024-7691-4a8a-8d3d-375b9ece721a,aves,passeriformes,pachycephalidae,pachycephala,pectoralis,australian golden whistler,"The Australian golden whistler or golden whistler, is a species of bird found in forest, woodland, mallee, mangrove and scrub in Australia. Most populations are resident, but some in south-eastern Australia migrate north during the winter. Its taxonomy is highly complex and remains a matter of dispute, with some authorities including as many as 59 subspecies of the golden whistler, while others treat several of these as separate species. This bird is also known as White-Throated Thickhead in older books."
0961a500-e52b-45e3-88f2-b53846943c3f,aves,passeriformes,petroicidae,melanodryas,cucullata,hooded robin,"The hooded robin is a small passerine bird native to Australia. Like many brightly coloured robins of the Petroicidae, it is sexually dimorphic; the male bears a distinctive black-and-white plumage, while the female is a nondescript grey-brown."
09899010-6473-4c80-b5f0-abb878a033cf,aves,passeriformes,corvidae,cyanocorax,violaceus,violaceous jay,"The violaceous jay is a species of bird in the family Corvidae, the crows and their allies."
09abb91c-b4df-434d-bc46-94a4c639272a,aves,passeriformes,corvidae,perisoreus,infaustus,siberian jay,"The Siberian jay is a small jay with a widespread distribution within the coniferous forests in North Eurasia. It has grey-brown plumage with a darker brown crown and a paler throat. It is rusty-red in a panel near the wing-bend, on the undertail coverts and on the sides of the tail. The sexes are similar. Although its habitat is being fragmented, it is a common bird with a very wide range so the International Union for Conservation of Nature has assessed its conservation status as being of ""least concern""."
09c06793-4426-49a9-bcf6-a2fff0e1ab61,mammalia,chiroptera,rhinolophidae,rhinolophus,,rhinolophus species,
09c232d8-2dcd-4331-9f6f-59e2fea5f357,mammalia,lagomorpha,leporidae,lepus,capensis,cape hare,"The Cape hare, also called the brown hare and the desert hare, is a hare native to Africa and Arabia extending into India."
09d00126-aa41-4694-a202-ff29752348df,mammalia,rodentia,sciuridae,sciurotamias,,sciurotamias species,
09d4a020-4e9b-424b-bd30-167c18ba12f9,mammalia,rodentia,echimyidae,proechimys,cuvieri,cuvier's spiny rat,"Cuvier's spiny-rat is a spiny rat species found in Brazil, French Guiana, Guyana, Peru and Suriname."
09dd1147-5d76-4c3b-b7f4-96e990eb446f,aves,passeriformes,artamidae,strepera,fuliginosa,black currawong,"The black currawong, also known locally as the black jay, is a large passerine bird endemic to Tasmania and the nearby islands within the Bass Strait. One of three currawong species in the genus Strepera, it is closely related to the butcherbirds and Australian magpie within the family Artamidae. It is a large crow-like bird, around 50 cm (20 in) long on average, with yellow irises, a heavy bill, and black plumage with white wing patches. The male and female are similar in appearance. Three subspecies are recognised, one of which, Strepera fuliginosa colei of King Island, is vulnerable to extinction."
09f3df47-9305-43a6-af48-0edf093163b3,aves,caprimulgiformes,trochilidae,phaethornis,longirostris,long-billed hermit,"The long-billed hermit is a bird in the family Trochilidae, the hummingbirds. It is found from central Mexico south through Central America, Colombia and Ecuador into Peru."
09fbf931-bbf0-4959-9df6-1082db578281,mammalia,cetartiodactyla,bovidae,connochaetes,taurinus,common wildebeest,"The blue wildebeest, also called the common wildebeest, white-bearded gnu or brindled gnu, is a large antelope and one of the two species of wildebeest. It is placed in the genus Connochaetes and family Bovidae, and has a close taxonomic relationship with the black wildebeest. The blue wildebeest is known to have five subspecies. This broad-shouldered antelope has a muscular, front-heavy appearance, with a distinctive, robust muzzle. Young blue wildebeest are born tawny brown, and begin to take on their adult coloration at the age of 2 months. The adults' hues range from a deep slate or bluish-gray to light gray or even grayish-brown. Both sexes possess a pair of large curved horns."
0a11c18f-e253-4651-bb1b-4c642e8a03a7,mammalia,eulipotyphla,erinaceidae,erinaceus,europaeus,western european hedgehog,
0a2d4db6-c188-47e5-80e3-85043c3c0e1f,aves,passeriformes,meliphagidae,trichodere,,trichodere species,
0a2ec348-14c3-44d9-965f-80ec7681551c,mammalia,rodentia,sciuridae,sciurus,arizonensis,arizona gray squirrel,"The Arizona gray squirrel is a tree squirrel, in the genus Sciurus, endemic to the canyons and valleys surrounded by deciduous and mixed forests in eastern Arizona and northern Mexico."
0a4869c1-f645-4e76-9b30-5a1ff0ab9adf,aves,passeriformes,corvidae,perisoreus,canadensis,grey jay,"The Canada jay, also known as the grey jay, gray jay, camp robber, moose bird, gorby, or whisky jack, is a passerine bird of the family Corvidae. It is found in boreal forests of North America north to the tree line, and in the Rocky Mountains subalpine zone south to New Mexico and Arizona. A fairly large songbird, the Canada jay has pale grey underparts, darker grey upperparts, and a grey-white head with a darker grey nape. It is one of three members of the genus Perisoreus, a genus more closely related to the magpie genus Cyanopica than to other birds known as jays. The Canada jay itself has nine recognized subspecies."
0a50037d-9f52-42d1-b50b-3f607b67fbde,mammalia,rodentia,muridae,lophuromys,,lophuromys species,
0a52ebd3-7bed-4374-82d1-ff3503bf9caf,aves,passeriformes,corvidae,aphelocoma,,aphelocoma species,
0a70bcbc-28fd-4cfd-be26-ca23bd258128,mammalia,rodentia,sciuridae,callospermophilus,saturatus,cascade golden-mantled ground squirrel,"The Cascade golden-mantled ground squirrel is a species of rodent in the family Sciuridae, in the order Rodentia. It is the largest species of the three within the genus Callospermophilus. It is found in the Cascade Mountains in the province of British Columbia, Canada, and the state of Washington, United States."
0a79f7d0-a62c-4eb0-b350-be36450002d0,aves,cariamiformes,,,,cariamiformes order,
0a98cd67-7823-4417-9d05-0329278c13f0,aves,galliformes,odontophoridae,callipepla,gambelii,gambel's quail,"Gambel's quail is a small ground-dwelling bird in the New World quail family. It inhabits the desert regions of Arizona, California, Colorado, New Mexico, Nevada, Utah, Texas, and Sonora; also New Mexico-border Chihuahua and the Colorado River region of Baja California. Gambel's quail is named in honor of William Gambel, a 19th-century naturalist and explorer of the Southwestern United States."
0aaa1719-0a45-4dc2-9af0-08f1e8aa792d,aves,charadriiformes,laridae,larus,,larus species,
0ab01552-d6d2-4fa8-b92c-b00884b7fc69,mammalia,primates,cercopithecidae,colobus,guereza,guereza,"The mantled guereza, also known simply as the guereza, the eastern black-and-white colobus, or the Abyssinian black-and-white colobus, is a black-and-white colobus, a type of Old World monkey. It is native to much of west central and east Africa, including Cameroon, Equatorial Guinea, Nigeria, Ethiopia, Kenya, Tanzania, Uganda and Chad. The species consists of several subspecies that differ in appearance. It has a distinctive appearance, which is alluded to in its name; the long white fringes of hair that run along each side of its black trunk are known as a mantle. Its face is framed with white hair and it has a large white tail tuft."
0ac3463d-c97c-41f5-83c7-966f816f4dee,aves,caprimulgiformes,apodidae,collocalia,linchi,cave swiftlet,"The cave swiftlet or linchi swiftlet is a species of swift in the family Apodidae. It is found on the Indonesia islands of Sumatra, Java and Bali. It is a woodland species and nests in caves. The Bornean swiftlet was considered a subspecies, but is now usually considered distinct."
